study_ID,CompOC_BUFF_COMPANION_COMPANION_ENEMY,CompOC_BUFF_COMPANION_PLAYER_ENEMY,CompOC_BUFF_PLAYER_COMPANION_ENEMY,CompOC_BUFF_PLAYER_PLAYER_ENEMY,CompOC_DEATH_COMPANION_ENEMY_COMPANION,CompOC_DEATH_PLAYER_ENEMY_PLAYER,CompOC_HIT_COMPANION_COMPANION_ENEMY,CompOC_HIT_PLAYER_PLAYER_ENEMY,CompOC_HIT_KILL_COMPANION_COMPANION_ENEMY,CompOC_HIT_KILL_PLAYER_PLAYER_ENEMY,CompOC_MISS_COMPANION_COMPANION_ENEMY,CompOC_MISS_PLAYER_PLAYER_ENEMY,CompOC_NERF_COMPANION_COMPANION_ENEMY,CompOC_NERF_COMPANION_PLAYER_ENEMY,CompOC_NERF_PLAYER_COMPANION_ENEMY,CompOC_NERF_PLAYER_PLAYER_ENEMY,CompOC_SEC_ATTACK_COMPANION_COMPANION_ENEMY,CompOC_SEC_ATTACK_PLAYER_PLAYER_ENEMY,CompOF_BUFF_COMPANION_COMPANION_ENEMY,CompOF_BUFF_COMPANION_PLAYER_ENEMY,CompOF_BUFF_PLAYER_COMPANION_ENEMY,CompOF_BUFF_PLAYER_PLAYER_ENEMY,CompOF_DEATH_COMPANION_ENEMY_COMPANION,CompOF_DEATH_PLAYER_ENEMY_PLAYER,CompOF_HIT_COMPANION_COMPANION_ENEMY,CompOF_HIT_PLAYER_PLAYER_ENEMY,CompOF_HIT_KILL_COMPANION_COMPANION_ENEMY,CompOF_HIT_KILL_PLAYER_PLAYER_ENEMY,CompOF_MISS_COMPANION_COMPANION_ENEMY,CompOF_MISS_PLAYER_PLAYER_ENEMY,CompOF_NERF_COMPANION_COMPANION_ENEMY,CompOF_NERF_COMPANION_PLAYER_ENEMY,CompOF_NERF_PLAYER_COMPANION_ENEMY,CompOF_NERF_PLAYER_PLAYER_ENEMY,CompOF_SEC_ATTACK_COMPANION_COMPANION_ENEMY,CompOF_SEC_ATTACK_PLAYER_PLAYER_ENEMY,CompSC_BUFF_COMPANION_COMPANION_ENEMY,CompSC_BUFF_COMPANION_PLAYER_ENEMY,CompSC_BUFF_PLAYER_COMPANION_ENEMY,CompSC_BUFF_PLAYER_PLAYER_ENEMY,CompSC_DEATH_COMPANION_ENEMY_COMPANION,CompSC_DEATH_PLAYER_ENEMY_PLAYER,CompSC_HIT_COMPANION_COMPANION_ENEMY,CompSC_HIT_PLAYER_PLAYER_ENEMY,CompSC_HIT_KILL_COMPANION_COMPANION_ENEMY,CompSC_HIT_KILL_PLAYER_PLAYER_ENEMY,CompSC_MISS_COMPANION_COMPANION_ENEMY,CompSC_MISS_PLAYER_PLAYER_ENEMY,CompSC_NERF_COMPANION_PLAYER_ENEMY,CompSC_NERF_PLAYER_COMPANION_ENEMY,CompSC_NERF_PLAYER_PLAYER_ENEMY,CompSC_SEC_ATTACK_COMPANION_COMPANION_ENEMY,CompSC_SEC_ATTACK_PLAYER_PLAYER_ENEMY,CompSF_BUFF_COMPANION_COMPANION_ENEMY,CompSF_BUFF_COMPANION_PLAYER_ENEMY,CompSF_BUFF_PLAYER_COMPANION_ENEMY,CompSF_BUFF_PLAYER_PLAYER_ENEMY,CompSF_DEATH_PLAYER_ENEMY_PLAYER,CompSF_HIT_COMPANION_COMPANION_ENEMY,CompSF_HIT_PLAYER_PLAYER_ENEMY,CompSF_HIT_KILL_COMPANION_COMPANION_ENEMY,CompSF_HIT_KILL_PLAYER_PLAYER_ENEMY,CompSF_MISS_COMPANION_COMPANION_ENEMY,CompSF_MISS_PLAYER_PLAYER_ENEMY,CompSF_NERF_COMPANION_COMPANION_ENEMY,CompSF_NERF_COMPANION_PLAYER_ENEMY,CompSF_NERF_PLAYER_COMPANION_ENEMY,CompSF_NERF_PLAYER_PLAYER_ENEMY,CompSF_SEC_ATTACK_COMPANION_COMPANION_ENEMY,CompSF_SEC_ATTACK_PLAYER_PLAYER_ENEMY,CompOC_FINAL,CompOF_FINAL,CompSC_FINAL,CompSF_FINAL,PLAYER_ACCURACY_CompOC,PLAYER_ACCURACY_CompOF,PLAYER_ACCURACY_CompSC,PLAYER_ACCURACY_CompSF,COMPANION_ACCURACY_CompOC,COMPANION_ACCURACY_CompOF,COMPANION_ACCURACY_CompSC,COMPANION_ACCURACY_CompSF,Carimbo.de.data.hora,Sex,Age,Occupation,How.often.do.you.play.video.games.,Do.you.enjoy.games.that.offer.companions.to.aid.your.journeys.,Please.tell.us.the.companion.you.will.play.now,CompSC_PERCEIVED_FREQ_NERF_PLAYER_ENEMY,CompSC_PERCEIVED_FREQ_BUFF_COMPANION_ENEMY,CompSC_PERCEIVED_FREQ_BUFF_PLAYER_ENEMY,CompSC_PERCEIVED_FREQ_NERF_COMPANION_ENEMY,CompSC_EXPERIENCE_RATE,Please.tell.us.the.companion.you.will.play.now.1,CompSF_PERCEIVED_FREQ_NERF_COMPANION_ENEMY,CompSF_PERCEIVED_FREQ_BUFF_COMPANION_ENEMY,CompSF_PERCEIVED_FREQ_NERF_PLAYER_ENEMY,CompSF_PERCEIVED_FREQ_BUFF_PLAYER_ENEMY,CompSF_EXPERIENCE_RATE,Please.tell.us.the.companion.you.will.play.now.2,CompOC_PERCEIVED_FREQ_BUFF_PLAYER_ENEMY,CompOC_PERCEIVED_FREQ_BUFF_COMPANION_ENEMY,CompOC_PERCEIVED_FREQ_NERF_COMPANION_ENEMY,CompOC_PERCEIVED_FREQ_NERF_PLAYER_ENEMY,CompOC_EXPERIENCE_RATE,Please.tell.us.the.companion.you.will.play.now.3,CompOF_PERCEIVED_FREQ_BUFF_COMPANION_ENEMY,CompOF_PERCEIVED_FREQ_NERF_COMPANION_ENEMY,CompOF_PERCEIVED_FREQ_NERF_PLAYER_ENEMY,CompOF_PERCEIVED_FREQ_BUFF_PLAYER_ENEMY,CompOF_EXPERIENCE_RATE,Please.tell.us.the.companion.you.will.play.now.4,BUFF_PLAYER_ENEMY_PERCEIVED_UTILITY,NERF_PLAYER_ENEMY_PERCEIVED_UTILITY,BUFF_COMPANION_ENEMY_PERCEIVED_UTILITY,NERF_COMPANION_ENEMY_PERCEIVED_UTILITY,CompSC_PERCEIVED_QUADRANT,CompSF_PERCEIVED_QUADRANT,CompOC_PERCEIVED_QUADRANT,CompOF_PERCEIVED_QUADRANT,X.I.see.myself.as.a.,observed_pref_BUFF_PLAYER,observed_pref_NERF_PLAYER,observed_pref_BUFF_COMPANION,observed_pref_NERF_COMPANION,OBSERVED_QUADRANT,GEQ_SCORE_SC_PSYCHOLOGICAL_INVOLVEMENT_EMPATHY,GEQ_SCORE_SC_PSYCHOLOGICAL_INVOLVEMENT_NEGATIVE_FEELINGS,GEQ_SCORE_SC_PSYCHOLOGICAL_BEHAVIOURAL_INVOLVEMENT,GEQ_SCORE_SF_PSYCHOLOGICAL_INVOLVEMENT_EMPATHY,GEQ_SCORE_SF_PSYCHOLOGICAL_INVOLVEMENT_NEGATIVE_FEELINGS,GEQ_SCORE_SF_PSYCHOLOGICAL_BEHAVIOURAL_INVOLVEMENT,GEQ_SCORE_OC_PSYCHOLOGICAL_INVOLVEMENT_EMPATHY,GEQ_SCORE_OC_PSYCHOLOGICAL_INVOLVEMENT_NEGATIVE_FEELINGS,GEQ_SCORE_OC_PSYCHOLOGICAL_BEHAVIOURAL_INVOLVEMENT,GEQ_SCORE_OF_PSYCHOLOGICAL_INVOLVEMENT_EMPATHY,GEQ_SCORE_OF_PSYCHOLOGICAL_INVOLVEMENT_NEGATIVE_FEELINGS,GEQ_SCORE_OF_PSYCHOLOGICAL_BEHAVIOURAL_INVOLVEMENT,IMI_INTEREST_ENJOYMENT_SCORE
21,1,13,1,0,1,16,476,253,83,87,47,134,1,1,1,7,9,6,3,1,1,0,0,15,257,121,94,93,38,164,0,12,4,4,15,8,14,2,0,0,0,10,586,273,81,87,28,143,1,1,5,22,5,0,3,2,1,17,105,400,91,84,65,118,14,0,1,8,4,0,3972,2696,4320,1844,0.65374677,0.424561404,0.65625,0.772200772,0.910133843,0.871186441,0.954397394,0.617647059,2023/09/13 3:01:43 da tarde CET,Feminine,18,Student,I make some time in my schedule to play video games.,I am not familiar with these games and/or have no formed opinion on them.,B,4,4,4,4,7,I've played with all 4 (four) companions,4,3,4,4,7,D,3,5,4,1,3,A,4,5,3,4,7,C,5,5,4,4,Other's Facilitator,Self Facilitator,Self Challenger,Others' Challenger,Others' Facilitator,0.25,6,1,1.75,Self Facilitator,3.166666667,0,1.166666667,3.333333333,1.2,2,0.166666667,0.2,1.166666667,3.5,1.6,2.666666667,7
22,0,13,6,5,0,0,192,1083,87,66,36,59,2,1,1,0,10,0,1,1,4,4,0,0,257,146,74,92,43,116,1,13,2,1,8,2,12,2,0,7,0,1,339,483,88,78,24,66,2,1,0,18,1,0,3,7,3,0,124,434,88,81,48,77,14,0,0,1,7,1,8714,12527,15138,8304,0.948336252,0.557251908,0.879781421,0.849315068,0.842105263,0.856666667,0.933884298,0.720930233,2023/09/13 3:40:23 da tarde CET,Masculine,22,Student,I play video games occasionally when the opportunity presents itself.,I enjoy them and have played/watched others play them multiple times.,A,1,3,1,1,5,B,4,1,1,4,6,C,4,1,4,2,6,D,1,4,4,3,4,I've played with all 4 (four) companions,2,3,1,2,Self Challenger,Others' Challenger,Other's Facilitator,Self Facilitator,Self Challenger,4.75,0.5,4.25,1,Self Challenger,1.833333333,1,1.333333333,0.833333333,1.4,1.666666667,1.666666667,1.4,1.333333333,0.5,1,1,4.428571429
23,1,12,0,6,0,5,314,515,80,84,39,37,1,1,0,8,6,17,1,1,0,3,0,3,224,119,88,95,40,75,1,14,7,3,7,13,15,1,0,2,0,3,826,153,83,91,20,53,2,2,9,12,13,0,3,0,0,4,94,203,90,95,77,43,14,0,2,12,3,15,8458,4434,5374,3930,0.932971014,0.613402062,0.742718447,0.825203252,0.889518414,0.848484848,0.976359338,0.549707602,2023/09/13 4:30:19 da tarde CET,Masculine,21,Student,I play video games occasionally when the opportunity presents itself.,I enjoy them and have played/watched others play them multiple times.,D,4,2,3,4,4,B,3,2,3,2,5,I've played with all 4 (four) companions,2,1,5,1,5,A,1,5,5,1,3,C,4,5,2,4,Self Challenger,Other's Facilitator,Self Facilitator,Others' Challenger,Self Facilitator,2.75,8,0,2.75,Self Facilitator,1.833333333,0.8,2,2.5,0.6,2.166666667,2.666666667,1.4,2.166666667,2.166666667,2.2,2.333333333,6.285714286
24,0,13,2,4,0,31,183,871,70,73,45,53,2,1,0,3,8,6,2,1,2,0,0,21,232,156,89,88,39,107,0,12,4,0,14,8,13,4,0,0,1,24,268,316,83,80,25,68,0,2,3,20,6,0,3,0,0,28,106,460,85,80,74,69,13,1,2,4,5,5,705,1495,1552,946,0.942640693,0.593155894,0.822916667,0.869565217,0.802631579,0.856088561,0.914675768,0.588888889,2023/09/13 5:38:11 da tarde CET,Feminine,22,Student,I play video games occasionally when the opportunity presents itself.,I am not familiar with these games and/or have no formed opinion on them.,C,1,4,2,2,6,D,4,2,1,3,6,A,4,2,4,2,6,B,2,2,5,1,7,I've played with all 4 (four) companions,3,4,3,4,Self Challenger,Others' Challenger,Self Facilitator,Other's Facilitator,Self Facilitator,1,2.5,1,2,Self Facilitator,2,0.8,1.166666667,3,1.2,3,1.666666667,0.6,1.5,3.333333333,1.2,2.333333333,6
25,1,14,3,8,0,1,328,724,85,85,32,41,1,1,0,4,12,17,1,1,7,4,2,3,1268,162,86,97,29,118,1,12,0,2,17,17,14,3,4,10,0,1,426,465,87,94,19,63,0,0,0,19,18,0,2,3,11,1,106,598,85,88,66,43,15,1,0,0,0,8,13713,7746,15038,14595,0.946405229,0.578571429,0.880681818,0.932917317,0.911111111,0.977640709,0.957303371,0.61627907,2023/09/14 11:28:28 da manhã CET,Masculine,22,Student,I play video games occasionally when the opportunity presents itself.,I enjoy them and have played/watched others play them multiple times.,C,1,5,4,1,7,D,5,1,1,2,2,A,3,2,1,1,6,B,1,1,5,1,1,I've played with all 4 (four) companions,5,3,5,3,Self Facilitator,Self Challenger,Other's Facilitator,Others' Challenger,Self Facilitator,8.25,1.5,4.25,0,Self Challenger,2.666666667,0.6,1.5,0.833333333,0.4,0.5,2.666666667,0.4,1.5,0,1.6,0.333333333,7
26,0,12,2,0,0,3,183,805,77,70,39,33,3,1,1,8,6,0,2,1,2,1,0,1,180,124,84,98,38,129,1,13,7,1,8,0,14,1,0,2,0,1,422,198,83,91,22,75,2,6,2,12,0,0,3,0,0,0,111,170,92,89,63,100,13,1,2,6,5,0,4682,8323,8570,7841,0.960620525,0.490118577,0.725274725,0.62962963,0.824324324,0.825688073,0.95045045,0.637931034,2023/09/14 12:00:01 da tarde CET,Masculine,20,Student,I make some time in my schedule to play video games.,I enjoy them and have played/watched others play them multiple times.,C,3,4,2,1,6,B,4,2,1,2,6,D,5,1,2,2,3,A,1,4,3,2,6,I've played with all 4 (four) companions,4,5,4,5,Self Challenger,Self Facilitator,Others' Challenger,Other's Facilitator,Others' Facilitator,0.75,4.25,1,4,Self Facilitator,1.833333333,1,2.333333333,2.666666667,1.4,2.833333333,0.666666667,1.6,1.166666667,3.166666667,1.2,3.5,6.142857143
27,0,13,2,0,0,29,187,859,60,71,57,41,2,1,0,0,6,0,2,1,0,1,0,25,200,146,83,87,47,136,1,12,4,1,17,1,13,3,3,1,1,28,321,349,81,81,25,68,1,2,1,19,0,0,2,0,0,27,757,182,57,85,97,66,12,1,4,2,5,0,737,805,1933,468,0.954444444,0.517730496,0.836930456,0.733870968,0.766393443,0.809716599,0.927745665,0.886416862,2023/09/14 12:40:49 da tarde CET,Feminine,21,Student,I play video games occasionally when the opportunity presents itself.,I enjoy them and have played/watched others play them multiple times.,C,4,3,2,3,7,B,2,2,1,1,3,D,4,4,4,2,6,A,4,4,3,2,7,I've played with all 4 (four) companions,4,4,4,4,Self Facilitator,Others' Challenger,Self Challenger,Other's Facilitator,Self Facilitator,0.5,1,1.25,2.5,Other's Facilitator,3,1.8,2.166666667,0.833333333,1.2,2.166666667,2.333333333,1.2,1.5,3.5,2.6,2.833333333,6
28,1,13,0,1,0,2,198,408,85,85,48,29,1,1,1,9,11,11,1,1,0,1,0,7,171,102,85,90,40,23,2,14,6,5,5,9,14,2,0,5,0,1,463,848,83,75,16,16,1,1,6,14,6,0,3,0,0,2,91,268,84,79,74,17,14,0,3,7,2,7,6250,3408,7211,4628,0.933638444,0.816,0.981481481,0.940350877,0.804878049,0.81042654,0.966597077,0.551515152,2023/09/14 1:56:36 da tarde CET,Masculine,17,Student,I make some time in my schedule to play video games.,I enjoy them and have played/watched others play them multiple times.,D,1,5,5,1,4,C,5,1,1,4,4,A,4,3,3,4,6,I've played with all 4 (four) companions,2,2,4,5,5,B,2,5,1,4,Self Challenger,Self Facilitator,Other's Facilitator,Others' Challenger,Self Facilitator,1.75,6.75,0,2.75,Self Facilitator,1,1.6,1.666666667,0.5,1.8,1.166666667,2.166666667,1.6,2.833333333,2,1.2,1.5,6.285714286
29,2,14,0,3,0,8,398,392,78,87,29,115,0,1,0,4,8,9,0,1,4,1,0,4,245,180,87,94,35,152,2,13,0,0,11,3,14,2,4,0,0,3,549,230,84,90,17,115,1,0,0,18,7,0,3,7,0,5,160,277,83,89,53,115,14,0,2,1,5,7,5173,7510,9914,6363,0.773175542,0.542168675,0.666666667,0.706632653,0.932084309,0.875,0.969964664,0.751173709,2023/09/14 2:34:12 da tarde CET,Masculine,19,Student,I make some time in my schedule to play video games.,I enjoy them and have played/watched others play them multiple times.,C,1,4,4,1,5,B,4,1,1,4,6,I've played with all 4 (four) companions,1,1,4,4,5,D,1,4,4,1,5,A,5,2,5,2,Self Challenger,Other's Facilitator,Self Facilitator,Others' Challenger,Self Challenger,1,1.25,3.75,0.5,Others' Challenger,1.333333333,1,3,1.333333333,1.2,2.833333333,0.833333333,0.8,2.333333333,1.833333333,0.4,3.166666667,6.428571429
30,0,13,1,5,0,6,207,854,76,80,55,33,2,1,2,1,3,10,0,1,2,6,0,4,209,235,91,94,40,59,3,14,3,3,9,14,14,3,3,3,0,3,494,386,68,81,23,17,0,1,0,9,8,0,4,1,4,3,127,649,79,83,70,22,13,0,0,2,5,12,3646,5992,6883,5275,0.962795941,0.799319728,0.957816377,0.967213115,0.790076336,0.83935743,0.955512573,0.644670051,2023/09/14 4:27:00 da tarde CET,Masculine,19,Student,I play video games occasionally when the opportunity presents itself.,I enjoy them and have played/watched others play them multiple times.,D,1,4,3,1,7,I've played with all 4 (four) companions,4,1,1,3,6,A,5,1,2,2,1,B,1,1,4,2,3,C,5,2,3,3,Self Challenger,Self Facilitator,Others' Challenger,Other's Facilitator,Self Challenger,4.5,1.5,1.75,1.5,Self Challenger,0.5,0,1.666666667,0.333333333,0,1.666666667,0,0.8,1.5,0,0,2.666666667,6.428571429
31,2,13,5,3,0,2,390,428,85,88,29,85,1,1,2,1,10,14,0,1,3,1,3,29,212,45,92,25,31,58,2,12,0,0,20,4,13,2,0,6,0,2,442,308,87,94,27,86,1,4,1,14,13,0,3,0,4,3,116,292,88,92,60,94,14,1,2,5,4,15,8126,769,10163,7303,0.834307992,0.436893204,0.781725888,0.756476684,0.930787589,0.872427984,0.942430704,0.659090909,2023/09/14 5:09:55 da tarde CET,Masculine,22,Student,I make some time in my schedule to play video games.,I played/watched others play them enough to understand I do not appreciate them.,B,4,4,4,3,5,C,2,1,4,3,5,A,5,2,3,1,4,D,2,2,4,3,6,I've played with all 4 (four) companions,4,5,4,4,Self Challenger,Self Facilitator,Others' Challenger,Other's Facilitator,Others' Challenger,3.5,1.75,2,2,Self Challenger,0.666666667,0,1.833333333,1.166666667,0.2,1.666666667,0.833333333,0,1.166666667,1.166666667,0,3,6.285714286
32,0,12,2,0,0,4,162,229,89,94,36,76,2,1,5,6,12,22,2,1,1,1,0,0,168,119,95,100,38,102,0,13,8,3,12,17,14,3,0,1,0,3,291,196,89,98,24,86,0,7,5,22,12,0,2,1,1,3,92,169,92,98,64,81,14,1,5,6,2,19,5641,14519,10444,5896,0.750819672,0.538461538,0.695035461,0.676,0.818181818,0.815533981,0.923809524,0.58974359,2023/09/14 5:41:14 da tarde CET,Masculine,20,Student,I make some time in my schedule to play video games.,I enjoy them and have played/watched others play them multiple times.,A,2,3,4,2,4,D,3,1,3,3,2,C,5,3,2,1,3,I've played with all 4 (four) companions,2,2,5,3,6,B,2,5,3,4,Self Facilitator,Self Challenger,Others' Challenger,Other's Facilitator,Others' Facilitator,0.75,5,1,6.25,Other's Facilitator,1.166666667,1.4,1.5,0.333333333,1,1.666666667,1.333333333,1.6,1.666666667,3,1.4,3.166666667,6.285714286
33,0,12,0,3,0,1,228,701,73,81,58,116,3,1,2,6,3,7,2,1,0,0,0,1,202,116,80,88,45,175,1,13,4,8,5,3,13,2,0,4,1,0,384,294,83,84,21,129,1,3,5,13,8,0,2,1,1,3,94,185,78,95,82,129,13,1,3,5,0,4,7398,4502,8184,4380,0.858017136,0.39862543,0.695035461,0.589171975,0.797202797,0.817813765,0.948148148,0.534090909,2023/09/15 11:19:00 da manhã CET,Masculine,19,Student,I make some time in my schedule to play video games.,I enjoy them and have played/watched others play them multiple times.,C,3,5,2,2,6,B,5,2,5,2,7,D,4,2,2,3,5,A,2,2,5,1,5,I've played with all 4 (four) companions,4,5,4,5,Self Challenger,Self Facilitator,Others' Challenger,Other's Facilitator,Others' Facilitator,2,6,0.25,3,Self Facilitator,2.5,1.6,2.333333333,3,2,2.833333333,3,2,2.666666667,2.666666667,2,2.5,6.714285714
34,1,11,2,3,0,7,235,661,78,66,38,99,1,1,1,4,12,0,1,1,0,2,1,9,180,128,95,95,44,127,1,13,5,1,11,8,15,3,2,1,0,9,373,245,79,83,26,86,0,2,4,17,5,0,3,1,1,15,107,271,94,90,60,90,14,0,1,4,6,6,4590,4849,7070,1418,0.869736842,0.501960784,0.740181269,0.750692521,0.860805861,0.803571429,0.934837093,0.640718563,2023/09/15 11:58:10 da manhã CET,Masculine,22,Student;Worker,I make some time in my schedule to play video games.,I am not familiar with these games and/or have no formed opinion on them.,C,1,4,4,1,3,B,5,1,1,5,2,D,5,1,1,1,4,A,2,4,4,2,5,I've played with all 4 (four) companions,3,5,3,4,Self Facilitator,Self Challenger,Others' Challenger,Other's Facilitator,Others' Facilitator,1.75,3.25,1.25,2.25,Self Facilitator,0.666666667,1,1.5,1.5,2.2,3.166666667,0.666666667,1,2,2,1.2,2.166666667,4.714285714
35,1,13,7,0,0,6,552,520,73,64,30,41,2,1,0,6,10,1,1,1,0,2,0,3,158,90,93,94,44,126,2,14,5,8,9,15,14,3,3,7,0,2,569,320,78,88,29,79,0,3,3,13,9,0,1,0,1,1,94,130,86,93,82,138,13,3,4,10,3,12,3180,4138,12766,3988,0.926916221,0.416666667,0.802005013,0.485074627,0.948453608,0.782178218,0.951505017,0.534090909,2023/09/15 12:54:25 da tarde CET,Masculine,20,Student,I make some time in my schedule to play video games.,I enjoy them and have played/watched others play them multiple times.,C,1,5,2,1,4,D,5,1,2,2,6,I've played with all 4 (four) companions,5,1,2,3,5,A,1,3,5,1,3,B,4,5,2,4,Self Challenger,Self Facilitator,Others' Challenger,Other's Facilitator,Self Challenger,2.5,6.75,2.5,3,Self Facilitator,1.333333333,0.8,2.333333333,2.333333333,0.4,3.333333333,1.166666667,0.8,2.166666667,1,1,2.166666667,5
36,1,14,0,2,0,6,188,296,87,94,35,57,1,1,2,5,11,14,0,1,3,3,1,2,193,157,95,97,41,114,2,12,5,0,13,16,13,3,1,3,1,4,282,195,84,93,22,86,0,1,6,20,15,0,1,1,5,5,108,190,98,94,67,85,14,2,2,5,7,11,6448,7543,7349,5651,0.838526912,0.579335793,0.693950178,0.690909091,0.843049327,0.824786325,0.927631579,0.617142857,2023/09/15 2:38:45 da tarde CET,Masculine,18,Student,I make some time in my schedule to play video games.,I played/watched others play them enough to understand I do not appreciate them.,C,2,5,3,2,6,D,3,2,5,1,6,A,5,3,2,2,4,B,3,3,4,3,7,I've played with all 4 (four) companions,3,5,4,5,Self Challenger,Self Facilitator,Others' Challenger,Other's Facilitator,Self Facilitator,3.25,4,1.25,2.5,Self Facilitator,2.5,0.2,0.666666667,2.833333333,1.4,2,1.5,1.2,1.5,3.5,1,3,3.857142857
37,1,13,1,2,0,9,249,364,83,89,41,56,1,1,2,4,9,11,2,1,4,0,0,5,313,115,93,97,23,118,0,13,1,5,20,3,14,3,1,1,0,3,535,276,89,91,23,86,0,0,6,18,7,0,3,3,1,12,120,274,87,90,53,80,14,1,0,4,4,6,6465,9046,14891,4086,0.866666667,0.493562232,0.762430939,0.774011299,0.85862069,0.931547619,0.958781362,0.693641618,2023/09/15 3:40:36 da tarde CET,Masculine,18,Student,I play video games occasionally when the opportunity presents itself.,I enjoy them and have played/watched others play them multiple times.,C,1,5,3,1,6,D,3,1,4,1,6,A,4,3,3,3,5,B,2,3,4,2,6,I've played with all 4 (four) companions,3,5,3,4,Self Challenger,Others' Challenger,Self Facilitator,Other's Facilitator,Self Facilitator,1,4.75,2.25,0.75,Self Facilitator,1.5,1.4,1.166666667,1.666666667,1.2,2.5,2.166666667,0.6,2.333333333,2,0.6,2,5.857142857
38,1,12,3,1,0,10,303,449,80,77,50,68,1,1,0,2,14,8,1,1,1,0,0,12,165,94,89,90,42,112,2,14,6,6,9,12,12,1,1,2,0,8,287,427,81,73,25,69,2,0,4,22,7,0,1,0,0,13,117,169,93,76,67,86,14,2,3,7,6,7,4494,2249,4118,1098,0.868471954,0.45631068,0.860887097,0.662745098,0.858356941,0.797101449,0.919871795,0.635869565,2023/09/15 4:17:05 da tarde CET,Feminine,21,Student,I play video games occasionally when the opportunity presents itself.,I am not familiar with these games and/or have no formed opinion on them.,D,1,5,1,1,3,C,5,1,2,2,3,I've played with all 4 (four) companions,5,1,2,1,2,B,1,2,4,2,5,A,2,5,3,4,Self Challenger,Self Facilitator,Others' Challenger,Other's Facilitator,Self Facilitator,0.75,4.75,1.25,2.25,Self Facilitator,0.833333333,0.2,0.5,0.166666667,0.4,0.333333333,0,0.4,0.5,1.5,0,2,4.285714286
39,2,13,8,2,0,1,222,1609,85,41,28,7,0,1,1,5,11,4,1,1,3,1,0,1,196,103,87,90,30,64,1,14,4,4,16,6,13,1,2,4,0,3,306,287,82,84,24,48,2,2,3,17,13,0,2,2,0,1,98,130,76,78,76,64,14,1,2,10,2,5,8048,6751,8395,4054,0.995668317,0.616766467,0.856716418,0.670103093,0.888,0.867256637,0.927272727,0.563218391,2023/09/15 5:13:43 da tarde CET,Masculine,19,Student,I make some time in my schedule to play video games.,I played/watched others play them enough to understand I do not appreciate them.,A,2,3,4,2,3,B,4,1,4,1,7,C,5,1,1,1,2,D,1,2,5,1,7,I've played with all 4 (four) companions,3,3,3,3,Self Challenger,Self Facilitator,Others' Challenger,Other's Facilitator,Others' Challenger,1.75,5.5,3.75,2.25,Self Facilitator,1,1.6,2,4,1.2,3.833333333,0.5,2.2,2.833333333,3.666666667,0,2.333333333,7
40,2,12,4,0,0,18,669,1007,81,82,34,84,0,1,0,3,13,5,1,1,2,1,0,8,340,137,84,92,34,136,2,13,1,0,10,3,13,3,1,0,0,12,308,306,92,91,25,91,0,2,4,19,6,0,3,0,2,12,101,372,94,88,60,91,14,0,1,3,6,5,2457,5596,5444,2425,0.923006416,0.501831502,0.770780856,0.803455724,0.951635846,0.909090909,0.924924925,0.627329193,2023/09/19 11:57:57 da manhã CET,Masculine,18,Student,I play video games occasionally when the opportunity presents itself.,I played/watched others play them enough to understand I do not appreciate them.,D,1,4,3,1,1,I've played with all 4 (four) companions,2,3,2,1,1,A,4,3,3,4,6,B,3,4,3,2,4,C,1,4,3,5,Self Challenger,Others' Challenger,Self Facilitator,Other's Facilitator,Others' Facilitator,0.75,2.5,1.75,1,Self Facilitator,0,1.4,0.833333333,0.5,1.4,1.166666667,1.833333333,0.4,2.166666667,2.833333333,0.2,0.833333333,6
41,2,13,0,0,0,12,719,356,57,61,57,62,0,1,0,1,4,2,1,1,0,3,0,9,253,148,86,85,60,152,1,13,2,1,9,5,13,1,1,2,0,6,870,216,64,74,31,99,2,0,4,10,2,0,3,0,0,10,106,200,80,88,74,91,13,1,0,6,5,6,2458,2613,3779,1708,0.851674641,0.493333333,0.685714286,0.687285223,0.926546392,0.808306709,0.965593785,0.588888889,2023/09/19 12:33:30 da tarde CET,Masculine,18,Student,I play video games occasionally when the opportunity presents itself.,I am not familiar with these games and/or have no formed opinion on them.,C,2,1,3,5,6,D,4,3,1,2,6,A,5,5,1,1,3,B,1,1,4,3,4,I've played with all 4 (four) companions,4,4,3,3,Self Facilitator,Other's Facilitator,Others' Challenger,Self Challenger,Self Facilitator,1.25,3,0.25,0.5,Self Facilitator,2.666666667,1.8,2,3.166666667,1.2,3.5,1.333333333,1.8,2.333333333,1.166666667,2.2,2.166666667,6.714285714
42,0,13,2,0,0,5,219,245,89,93,40,94,2,1,3,7,12,11,2,1,0,1,0,4,181,117,92,94,43,159,0,13,7,4,10,9,13,4,1,0,1,8,273,217,92,97,19,98,0,4,6,21,12,0,3,1,3,10,117,304,94,94,58,86,13,1,2,4,3,10,6747,5151,6542,4010,0.722713864,0.423913043,0.688888889,0.779487179,0.845559846,0.808035714,0.934931507,0.668571429,2023/09/19 2:52:40 da tarde CET,Masculine,17,Student,I play video games occasionally when the opportunity presents itself.,I enjoy them and have played/watched others play them multiple times.,B,3,4,3,2,5,C,3,2,2,3,2,A,5,1,1,1,2,D,4,1,5,1,7,I've played with all 4 (four) companions,2,5,4,5,Self Facilitator,Self Challenger,Others' Challenger,Other's Facilitator,Self Facilitator,1,5.25,1,4,Self Facilitator,2.666666667,1,2.5,0.166666667,1.4,1.5,0,2.4,2,3.666666667,1,3.5,5.571428571
